CC-0172,Cinccino ex — Chaos Rising · #119/086,NM,53,Andy
CC-0173,Cobalion ex — Chaos Rising · #103/086,NM,2,Andy
CC-0174,Cobalion ex — Chaos Rising · #064/086,NM,1,Andy
CC-0175,Crobat — Chaos Rising · #093/086,NM,3,Andy
CC-0176,Emma — Chaos Rising · #107/086,NM,2,Andy
CC-0177,Energy Retrieval — Chaos Rising · #108/086,NM,2,Andy
CC-0179,Gourgeist ex — Chaos Rising · #102/086,NM,2,Andy
CC-0180,Gourgeist ex — Chaos Rising · #041/086,NM,1,Andy
CC-0181,Krookodile ex — Chaos Rising · #055/086,NM,1,Andy
CC-0182,Mega Dragalge ex — Chaos Rising · #065/086,NM,1,Andy
CC-0184,Mega Floette ex — Chaos Rising · #035/086,NM,1,Andy
CC-0185,Mega Gallade ex — Chaos Rising · #048/086,NM,1,Andy
CC-0186,Mega Greninja ex — Chaos Rising · #022/086,NM,1,Andy
CC-0188,Mega Pyroar ex — Chaos Rising · #015/086,NM,1,Andy
CC-0189,Metang — Chaos Rising · #094/086,NM,2,Andy
CC-0190,Prism Tower — Chaos Rising · #111/086,NM,2,Andy
CC-0191,Roxie's Performance — Chaos Rising · #112/086,NM,2,Andy
CC-0192,Sliggoo — Chaos Rising · #095/086,NM,2,Andy
CC-0193,Tauros — Chaos Rising · #096/086,NM,3,Andy
CC-0195,Blissey V — Chilling Reign · #119/198,NM,2,Andy
CC-0196,Sandaconda V (Full Art) — Chilling Reign · #175/198,NM,2,Andy
CC-0197,Zeraora V — Chilling Reign · #053/198,NM,1,Andy
CC-0199,Azurill — Cosmic Eclipse · #146/236,NM,14,Andy
CC-0201,Gallade (Secret) — Cosmic Eclipse · #244/236,NM,13,Andy
CC-0202,Guzzlord — Cosmic Eclipse · #136/236,NM,7,Andy
CC-0237,Charizard V — Crown Zenith · #018/159,NM,8,Andy
CC-0238,Charizard VSTAR — Crown Zenith · #019/159,NM,12,Andy
CC-0261,Duraludon VMAX — Crown Zenith · #104/159,NM,2,Andy
CC-0291,Friends in Sinnoh (Full Art) — Crown Zenith · #149/159,NM,9,Andy
CC-0308,Greedent V — Crown Zenith · #120/159,NM,2,Andy
CC-0336,Leafeon V — Crown Zenith · #013/159,NM,3,Andy
CC-0392,Radiant Charizard — Crown Zenith · #020/159,NM,14,Andy
CC-0400,Rayquaza VMAX — Crown Zenith · #102/159,NM,15,Andy
CC-0410,Rotom V — Crown Zenith · #045/159,NM,1,Andy
CC-0483,Zamazenta VSTAR — Crown Zenith · #099/159,NM,2,Andy
CC-0494,Bibarel — Crown Zenith: Galarian Gallery · #GG25/GG70,NM,4,Andy
CC-0498,Comfey — Crown Zenith: Galarian Gallery · #GG14/GG70,NM,3,Andy
CC-0504,Diancie — Crown Zenith: Galarian Gallery · #GG13/GG70,NM,6,Andy
CC-0509,Electivire — Crown Zenith: Galarian Gallery · #GG08/GG70,NM,11,Andy
CC-0510,Entei V — Crown Zenith: Galarian Gallery · #GG36/GG70,NM,53,Andy
CC-0524,Kricketune — Crown Zenith: Galarian Gallery · #GG02/GG70,NM,10,Andy
CC-0538,Oricorio — Crown Zenith: Galarian Gallery · #GG04/GG70,NM,4,Andy
CC-0546,Raikou V — Crown Zenith: Galarian Gallery · #GG41/GG70,NM,44,Andy
CC-0553,Suicune V — Crown Zenith: Galarian Gallery · #GG38/GG70,NM,63,Andy
CC-0556,Toxtricity — Crown Zenith: Galarian Gallery · #GG09/GG70,NM,4,Andy
CC-0557,Turtwig — Crown Zenith: Galarian Gallery · #GG31/GG70,NM,12,Andy
CC-0559,Zamazenta V — Crown Zenith: Galarian Gallery · #GG54/GG70,NM,20,Andy
CC-0562,Grimmsnarl VMAX — Darkness Ablaze · #115/189,NM,3,Andy
CC-0563,Houndoom V — Darkness Ablaze · #021/189,NM,3,Andy
CC-0564,Houndoom V (Full Art) — Darkness Ablaze · #178/189,NM,7,Andy
CC-0565,Mew V — Darkness Ablaze · #069/189,NM,7,Andy
CC-0566,Gengar (JP) — Dark Phantasma · #074/071,PSA 10,106,Andy
CC-0571,Arboliva ex — Destined Rivals · #023/182,NM,1,Andy
CC-0572,Arboliva ex — Destined Rivals · #207/182,NM,2,Andy
CC-0573,Arven's Mabosstiff ex — Destined Rivals · #139/182,NM,1,Andy
CC-0574,Arven's Mabosstiff ex — Destined Rivals · #218/182,NM,2,Andy
CC-0576,Cetitan ex — Destined Rivals · #065/182,NM,1,Andy
CC-0577,Clamperl — Destined Rivals · #195/182,NM,5,Andy
CC-0579,Cynthia's Garchomp ex — Destined Rivals · #104/182,NM,1,Andy
CC-0584,Electivire ex — Destined Rivals · #212/182,NM,2,Andy
CC-0585,Electivire ex — Destined Rivals · #069/182,NM,1,Andy
CC-0589,Ethan's Ho-oh ex — Destined Rivals · #039/182,NM,1,Andy
CC-0592,Kangaskhan — Destined Rivals · #204/182,NM,11,Andy
CC-0593,Marnie's Grimmsnarl ex — Destined Rivals · #136/182,NM,1,Andy
CC-0595,Rabsca ex — Destined Rivals · #025/182,NM,1,Andy
CC-0596,Regirock ex — Destined Rivals · #214/182,NM,2,Andy
CC-0597,Regirock ex — Destined Rivals · #101/182,NM,1,Andy
CC-0599,Steven's Metagross ex — Destined Rivals · #145/182,NM,1,Andy
CC-0600,Team Rocket's Ariana — Destined Rivals · #224/182,NM,4,Andy
CC-0601,Team Rocket's Crobat ex — Destined Rivals · #122/182,NM,1,Andy
CC-0602,Team Rocket's Crobat ex — Destined Rivals · #217/182,NM,3,Andy
CC-0608,Team Rocket's Moltres ex — Destined Rivals · #031/182,NM,1,Andy
CC-0610,Team Rocket's Nidoking ex — Destined Rivals · #119/182,NM,1,Andy
CC-0611,Team Rocket's Orbeetle — Destined Rivals · #198/182,NM,4,Andy
CC-0612,Team Rocket's Persian ex — Destined Rivals · #219/182,NM,5,Andy
CC-0613,Team Rocket's Persian ex — Destined Rivals · #150/182,NM,1,Andy
CC-0615,Team Rocket's Proton — Destined Rivals · #227/182,NM,3,Andy
CC-0617,Yanmega ex — Destined Rivals · #003/182,NM,1,Andy
CC-0618,Zamazenta — Destined Rivals · #201/182,NM,6,Andy
CC-0625,M Charizard EX — Evolutions · #13/108,NM,43,Andy
CC-0627,Mew — Evolutions · #53/108,NM,32,Andy
CC-0630,Mewtwo EX (Full Art) — Evolutions · #103/108,NM,44,Andy
CC-0634,Espeon VMAX — Evolving Skies · #065/203,NM,15,Andy
CC-0635,Garbodor V — Evolving Skies · #100/203,NM,2,Andy
CC-0636,Glaceon VMAX — Evolving Skies · #041/203,NM,9,Andy
CC-0637,Golurk V — Evolving Skies · #070/203,NM,1,Andy
CC-0639,Lycanroc V — Evolving Skies · #091/203,NM,1,Andy
CC-0641,Rayquaza V — Evolving Skies · #110/203,NM,3,Andy
CC-0642,Rayquaza VMAX — Evolving Skies · #111/203,NM,16,Andy
CC-0643,Sylveon V — Evolving Skies · #074/203,NM,7,Andy
CC-0644,Umbreon V — Evolving Skies · #094/203,NM,11,Andy
CC-0647,Flygon (15) — EX Dragon · #15,MP,2,Andy
CC-0648,Swellow — EX Dragon · #45,NM,15,Andy
CC-0662,Team Magma's Rhyhorn (38) — EX Team Magma vs Team Aqua · #38,MP,3,Andy
CC-0663,Koffing — EX Team Rocket Returns · #61,NM,2,Andy
CC-0667,Umbreon EX — Fates Collide · #55,LP,67,Andy
CC-0668,Kangaskhan EX — Flashfire · #78,HP,2,Andy
CC-0670,Ekans — Fossil · #46,LP,2,Andy
CC-0671,Graveler — Fossil · #37,LP,4,Andy
CC-0672,Haunter — Fossil · #6,MP,37,Andy
CC-0673,Kabuto — Fossil · #50,MP,13,Andy
CC-0675,Moltres (27) — Fossil · #27,HP,17,Andy
CC-0676,Muk (13) — Fossil · #13,LP,9,Andy
CC-0677,Psyduck — Fossil · #53,NM,13,Andy
CC-0678,Psyduck — Fossil · #53,NM,13,Andy
CC-0680,Appletun V — Fusion Strike · #026/264,NM,2,Andy
CC-0683,Crabominable V — Fusion Strike · #076/264,NM,1,Andy
CC-0684,Gengar V — Fusion Strike · #156/264,NM,12,Andy
CC-0686,Greedent V — Fusion Strike · #217/264,NM,1,Andy
CC-0695,Golem — Generations · #45,NM,3,Andy
CC-0700,Flareon EX — Generations: Radiant Collection · #RC6,PSA 9,245,Andy
CC-0702,M Gardevoir EX (Full Art) — Generations: Radiant Collection · #RC31,MP,78,Andy
CC-0705,Blaine's Growlithe — Gym Challenge · #62,NM,13,Andy
CC-0708,Lt. Surge's Pikachu — Gym Challenge · #84,NM,26,Andy
CC-0714,Sabrina's Haunter — Gym Heroes · #58,LP,52,Andy
CC-0723,Alcremie ex — Journey Together · #075/159,NM,1,Andy
CC-0725,Blaziken ex — Journey Together · #024/159,NM,2,Andy
CC-0726,Iono's Bellibolt ex — Journey Together · #053/159,NM,1,Andy
CC-0728,Iris's Fighting Spirit — Journey Together · #180/159,NM,2,Andy
CC-0734,N's Reshiram — Journey Together · #167/159,NM,21,Andy
CC-0735,Paldean Clodsire ex — Journey Together · #094/159,NM,1,Andy
CC-0736,Salamence ex — Journey Together · #114/159,NM,1,Andy
CC-0737,Salamence ex — Journey Together · #177/159,NM,3,Andy
CC-0738,Volcanion ex — Journey Together · #031/159,NM,1,Andy
CC-0742,Butterfree — Jungle · #33,LP,14,Andy
CC-0743,Clefable — Jungle · #1,MP,27,Andy
CC-0744,Cubone — Jungle · #50,NM,15,Andy
CC-0745,Eevee — Jungle · #51,NM,15,Andy
CC-0747,Kangaskhan — Jungle · #5,LP,16,Andy
CC-0748,Marowak — Jungle · #39,LP,10,Andy
CC-0749,Nidoran F — Jungle · #57,NM,3,Andy
CC-0751,Scyther — Jungle · #10,MP,40,Andy
CC-0752,Vaporeon — Jungle · #28,MP,27,Andy
CC-0753,Vaporeon — Jungle · #12,MP,36,Andy
CC-0754,Venomoth — Jungle · #13,MP,27,Andy
CC-0755,Venomoth — Jungle · #13,NM,38,Andy
CC-0757,Butterfree — Legendary Collection · #21,NM,10,Andy
CC-0766,Kirlia — Legendary Treasures: Radiant Collections · #RC9,NM,7,Andy
CC-0770,Ralts — Legendary Treasures: Radiant Collections · #RC8,NM,9,Andy
CC-0773,Delphox V — Lost Origin · #027/196,NM,1,Andy
CC-0775,Drapion V (Full Art) — Lost Origin · #182/196,NM,2,Andy
CC-0777,Giratina V — Lost Origin · #130/196,NM,3,Andy
CC-0780,Hisuian Goodra VSTAR — Lost Origin · #136/196,NM,2,Andy
CC-0783,Hisuian Zoroark VSTAR — Lost Origin · #147/196,NM,2,Andy
CC-0784,Kyurem V — Lost Origin · #048/196,NM,1,Andy
CC-0785,Lost Vacuum (Secret) — Lost Origin · #217/196,NM,2,Andy
CC-0786,Pidgeot V (Full Art) — Lost Origin · #188/196,NM,3,Andy
CC-0788,Radiant Steelix — Lost Origin · #124/196,NM,2,Andy
CC-0789,Rotom V — Lost Origin · #058/196,NM,1,Andy
CC-0792,Hisuian Arcanine — Lost Origin Trainer Gallery · #TG08/TG30,NM,6,Andy
CC-0794,Pikachu — Lost Origin Trainer Gallery · #TG05/TG30,NM,47,Andy
CC-0795,Roserade — Lost Origin Trainer Gallery · #TG02/TG30,NM,4,Andy
CC-0797,Cresselia — Majestic Dawn · #2,LP,12,Andy
CC-0802,Dragonite — McDonald's Promos 2024 · #012/015,NM,7,Andy
CC-0820,Canari — MEGA Dream ex · #219/193,NM,5,Andy
CC-0916,Mega Charizard X ex — MEGA Dream ex · #223/193,NM,31,Andy
CC-0920,Mega Froslass ex — MEGA Dream ex · #036/193,NM,1,Andy
CC-1027,Tool Scrapper — MEGA Dream ex · #151/193,NM,1,Andy
CC-1035,Clawitzer — Mega Evolution · #141/132,NM,3,Andy
CC-1037,Gumshoos — Mega Evolution · #153/132,NM,3,Andy
CC-1042,Ivysaur — Mega Evolution · #134/132,NM,20,Andy
CC-1046,Mega Abomasnow ex — Mega Evolution · #157/132,NM,2,Andy
CC-1047,Mega Abomasnow ex — Mega Evolution · #036/132,NM,1,Andy
CC-1048,Mega Absol ex — Mega Evolution · #086/132,NM,1,Andy
CC-1049,Mega Camerupt ex — Mega Evolution · #022/132,NM,1,Andy
CC-1052,Mega Kangaskhan ex — Mega Evolution · #104/132,NM,2,Andy
CC-1054,Mega Latias ex — Mega Evolution · #100/132,NM,1,Andy
CC-1057,Mega Manectric ex — Mega Evolution · #050/132,NM,1,Andy
CC-1058,Mega Mawile ex — Mega Evolution · #094/132,NM,1,Andy
CC-1059,Mega Signal — Mega Evolution · #171/132,NM,2,Andy
CC-1061,Mystery Garden — Mega Evolution · #172/132,NM,1,Andy
CC-1063,Premium Power Pro — Mega Evolution · #174/132,NM,2,Andy
CC-1070,Vulpix — Mega Evolution · #138/132,NM,21,Andy
CC-1071,Wally's Compassion — Mega Evolution · #176/132,NM,3,Andy
CC-1079,Mega Latias ex — Mega Evolution Promos · #011,NM,1,Andy
CC-1080,Mega Lucario ex — Mega Evolution Promos · #012,NM,2,Andy
CC-1082,Mega Venusaur ex — Mega Evolution Promos · #013,NM,1,Andy
CC-1083,Mega Zygarde ex — Mega Evolution Promos · #071,NM,1,Andy
CC-1084,N's Zekrom — Mega Evolution Promos · #031,NM,7,Andy
CC-1092,Abra (Cosmos Holo) — Miscellaneous Cards & Products · #063/165,NM,1,Andy
CC-1095,Chien-Pao ex (Holiday Calendar) — Miscellaneous Cards & Products · #061/193,NM,2,Andy
CC-1096,Eiscue ex (Holiday Calendar) — Miscellaneous Cards & Products · #042/197,NM,2,Andy
CC-1098,Kadabra (Cosmos Holo) — Miscellaneous Cards & Products · #064/165,NM,1,Andy
CC-1105,Pikachu (Cosmo Holo) — Miscellaneous Cards & Products · #051/162,NM,4,Andy
CC-1118,Tyranitar (31) — Neo Discovery · #31,HP,48,Andy
CC-1119,Elekid — Neo Genesis · #22,LP,19,Andy
CC-1120,Togetic — Neo Genesis · #16,MP,31,Andy
CC-1121,Piloswine — Neo Revelation · #36,MP,3,Andy
CC-1139,Victini (14) — Noble Victories · #14,NM,14,Andy
CC-1140,Basic Fire Energy — Obsidian Flames · #230/197,NM,4,Andy
CC-1141,Charizard ex — Obsidian Flames · #125/197,NM,6,Andy
CC-1142,Clefable ex — Obsidian Flames · #082/197,NM,2,Andy
CC-1144,Dragonite ex — Obsidian Flames · #159/197,NM,4,Andy
CC-1145,Greedent ex — Obsidian Flames · #179/197,NM,1,Andy
CC-1147,Houndour — Obsidian Flames · #204/197,NM,12,Andy
CC-1148,Koraidon ex — Obsidian Flames · #124/197,NM,1,Andy
CC-1149,Larvitar — Obsidian Flames · #203/197,NM,7,Andy
CC-1151,Miraidon ex — Obsidian Flames · #079/197,NM,2,Andy
CC-1152,Ninetales — Obsidian Flames · #199/197,NM,42,Andy
CC-1153,Obsidian Flames Elite Trainer Box — Obsidian Flames,UO,287,Andy
CC-1154,Pidgeot ex — Obsidian Flames · #164/197,NM,2,Andy
CC-1156,Pidgey — Obsidian Flames · #207/197,NM,16,Andy
CC-1157,Poppy — Obsidian Flames · #227/197,NM,4,Andy
CC-1159,Toedscruel ex — Obsidian Flames · #022/197,NM,1,Andy
CC-1160,Dedenne ex — Paldea Evolved · #093/193,NM,2,Andy
CC-1161,Dendra — Paldea Evolved · #266/193,NM,10,Andy
CC-1162,Eiscue — Paldea Evolved · #205/193,NM,22,Andy
CC-1163,Fletchinder — Paldea Evolved · #199/193,NM,21,Andy
CC-1166,Paldean Clodsire ex — Paldea Evolved · #130/193,NM,1,Andy
CC-1167,Rabsca — Paldea Evolved · #215/193,NM,7,Andy
CC-1169,Slowking ex — Paldea Evolved · #086/193,NM,1,Andy
CC-1171,Ting-Lu ex — Paldea Evolved · #127/193,NM,1,Andy
CC-1173,Alakazam ex — Paldean Fates · #215/091,NM,8,Andy
CC-1174,Charizard ex — Paldean Fates · #054/091,NM,6,Andy
CC-1175,Chien-Pao — Paldean Fates · #242/091,NM,11,Andy
CC-1176,Clive — Paldean Fates · #227/091,NM,1,Andy
CC-1177,Electrode — Paldean Fates · #134/091,NM,5,Andy
CC-1178,Espathra ex — Paldean Fates · #006/091,NM,1,Andy
CC-1179,Forretress ex — Paldean Fates · #002/091,NM,1,Andy
CC-1180,Gardevoir ex — Paldean Fates · #217/091,NM,8,Andy
CC-1181,Glimmora ex — Paldean Fates · #218/091,NM,2,Andy
CC-1182,Gloom — Paldean Fates · #093/091,NM,5,Andy
CC-1183,Great Tusk ex — Paldean Fates · #053/091,NM,1,Andy
CC-1184,Greedent — Paldean Fates · #206/091,NM,3,Andy
CC-1185,Iron Treads ex — Paldean Fates · #066/091,NM,1,Andy
CC-1186,Jigglypuff — Paldean Fates · #198/091,NM,26,Andy
CC-1187,Judge — Paldean Fates · #228/091,NM,1,Andy
CC-1192,Nacli — Paldean Fates · #176/091,NM,3,Andy
CC-1193,Naclstack — Paldean Fates · #177/091,NM,3,Andy
CC-1194,Nemona — Paldean Fates · #229/091,NM,1,Andy
CC-1196,Palafin — Paldean Fates · #225/091,NM,3,Andy
CC-1197,Paldean Clodsire ex — Paldean Fates · #059/091,NM,1,Andy
CC-1198,Paldean Student — Paldean Fates · #230/091,NM,1,Andy
CC-1199,Paldean Student — Paldean Fates · #231/091,NM,1,Andy
CC-1200,Paldean Tauros — Paldean Fates · #172/091,NM,4,Andy
CC-1203,Pawmo — Paldean Fates · #143/091,NM,6,Andy
CC-1204,Spiritomb — Paldean Fates · #158/091,NM,7,Andy
CC-1205,Weavile — Paldean Fates · #183/091,NM,4,Andy
CC-1206,Wigglytuff ex — Paldean Fates · #222/091,NM,3,Andy
CC-1209,Bombirdier ex — Paradox Rift · #156/182,NM,1,Andy
CC-1210,Froslass ex — Paradox Rift · #003/182,NM,1,Andy
CC-1211,Garchomp ex — Paradox Rift · #038/182,NM,2,Andy
CC-1212,Golisopod ex — Paradox Rift · #050/182,NM,1,Andy
CC-1213,Hoopa ex — Paradox Rift · #098/182,NM,1,Andy
CC-1214,Iron Valiant ex — Paradox Rift · #089/182,NM,1,Andy
CC-1215,Mewtwo ex — Paradox Rift · #058/182,NM,3,Andy
CC-1216,Reversal Energy — Paradox Rift · #266/182,NM,3,Andy
CC-1217,Roaring Moon ex — Paradox Rift · #124/182,NM,1,Andy
CC-1218,Skeledirge ex — Paradox Rift · #137/182,NM,1,Andy
CC-1219,Aurorus — Perfect Order · #092/088,NM,3,Andy
CC-1221,Decidueye ex — Perfect Order · #012/088,NM,1,Andy
CC-1222,Drapion — Perfect Order · #097/088,NM,2,Andy
CC-1223,Energy Recycler — Perfect Order · #108/088,NM,2,Andy
CC-1227,Jacinthe — Perfect Order · #110/088,NM,3,Andy
CC-1229,Lapras ex — Perfect Order · #022/088,NM,1,Andy
CC-1230,Mega Clefable ex — Perfect Order · #031/088,NM,1,Andy
CC-1232,Mega Skarmory ex — Perfect Order · #055/088,NM,1,Andy
CC-1233,Mega Starmie ex — Perfect Order · #118/088,NM,41,Andy
CC-1234,Mega Zygarde ex — Perfect Order · #124/088,NM,121,Andy
CC-1235,Mega Zygarde ex — Perfect Order · #047/088,NM,1,Andy
CC-1236,Meowth ex — Perfect Order · #062/088,NM,2,Andy
CC-1237,Naveen — Perfect Order · #112/088,NM,2,Andy
CC-1243,Raticate — Perfect Order · #099/088,NM,2,Andy
CC-1247,Salazzle ex — Perfect Order · #016/088,NM,1,Andy
CC-1251,Yveltal ex — Perfect Order · #053/088,NM,1,Andy
CC-1252,Battle Cage — Phantasmal Flames · #116/094,NM,2,Andy
CC-1254,Empoleon ex — Phantasmal Flames · #070/094,NM,1,Andy
CC-1255,Firebreather — Phantasmal Flames · #119/094,NM,1,Andy
CC-1256,Grimsley's Move — Phantasmal Flames · #120/094,NM,2,Andy
CC-1257,Mega Charizard X ex — Phantasmal Flames · #013/094,NM,5,Andy
CC-1258,Mega Diancie ex — Phantasmal Flames · #041/094,NM,1,Andy
CC-1260,Mega Heracross ex — Phantasmal Flames · #004/094,NM,1,Andy
CC-1261,Mega Lopunny ex — Phantasmal Flames · #084/094,NM,1,Andy
CC-1262,Mega Sharpedo ex — Phantasmal Flames · #113/094,NM,3,Andy
CC-1264,Nymble — Phantasmal Flames · #096/094,NM,2,Andy
CC-1265,Oricorio ex — Phantasmal Flames · #018/094,NM,1,Andy
CC-1269,Rotom ex — Phantasmal Flames · #029/094,NM,1,Andy
CC-1270,Toxtricity — Phantasmal Flames · #103/094,NM,3,Andy
CC-1301,Bulbasaur (JP) — Pokemon 151 · #166/165,PSA 10,76,Andy
CC-1558,Psyduck (JP) — Pokemon 151 · #175/165,PSA 10,89,Andy
CC-1623,Venusaur ex (JP) — Pokemon 151 · #200/165,PSA 10,198,Andy
CC-1651,Mewtwo V — Pokemon Go · #030/078,NM,7,Andy
CC-1656,Torchic (Omega) — Primal Clash · #26,NM,4,Andy
CC-1657,Wailord EX (147 Full Art) — Primal Clash · #147,NM,59,Andy
CC-1659,Amarys — Prismatic Evolutions · #132/131,NM,1,Andy
CC-1660,Binding Mochi (Poke Ball Pattern) — Prismatic Evolutions · #095/131,NM,1,Andy
CC-1661,Black Belt's Training (Poke Ball Pattern) — Prismatic Evolutions · #099/131,NM,1,Andy
CC-1662,Carmine (Poke Ball Pattern) — Prismatic Evolutions · #103/131,NM,1,Andy
CC-1664,Duskull (Poke Ball Pattern) — Prismatic Evolutions · #035/131,NM,1,Andy
CC-1667,Hearthflame Mask Ogerpon ex — Prismatic Evolutions · #017/131,NM,1,Andy
CC-1670,Kieran (Poke Ball Pattern) — Prismatic Evolutions · #113/131,NM,1,Andy
CC-1671,Lugia ex — Prismatic Evolutions · #082/131,NM,2,Andy
CC-1674,Roto (Poke Ball Pattern) — Prismatic Evolutions · #127/131,NM,1,Andy
CC-1675,Scoop Up Cyclone — Prismatic Evolutions · #128/131,NM,1,Andy
CC-1677,Slowking (Poke Ball Pattern) — Prismatic Evolutions · #019/131,NM,1,Andy
CC-1678,Treasure Tracker — Prismatic Evolutions · #131/131,NM,1,Andy
CC-1692,Arcanine ex — Scarlet & Violet Base Set · #032/198,NM,2,Andy
CC-1693,Banette ex — Scarlet & Violet Base Set · #229/198,NM,3,Andy
CC-1694,Fighting Energy — Scarlet & Violet Base Set · #258/198,NM,7,Andy
CC-1701,Koraidon ex — Scarlet & Violet Base Set · #254/198,NM,7,Andy
CC-1702,Miraidon ex — Scarlet & Violet Base Set · #081/198,NM,1,Andy
CC-1704,Professor's Research (Professor Sada) — Scarlet & Violet Base Set · #240/198,NM,3,Andy
CC-1709,Scovillain — Scarlet & Violet Base Set · #202/198,NM,7,Andy
CC-1710,Alakazam ex — Scarlet & Violet Promo · #050,NM,1,Andy
CC-1712,Bellibolt — Scarlet & Violet Promo · #094,NM,1,Andy
CC-1718,Flareon (Cosmos Holo) — Scarlet & Violet Promo · #167,NM,1,Andy
